,total_load_kw,active_sessions,hour,day_of_week,month,lag_24h,lag_1h,rolling_mean_24h
2019-11-05 18:45:00,91.62588598578573,28.0,18,1,11,121.57943063201043,111.62121028613568,56.73580976280215
2019-11-05 19:00:00,84.1155725649414,26.0,19,1,11,127.03845827738698,107.72698435167767,56.28869636996418
2019-11-05 19:15:00,75.58897268372242,23.0,19,1,11,128.62230638816266,99.35375212376668,55.736265810542925
2019-11-05 19:30:00,75.58897268372242,23.0,19,1,11,123.19089984032465,97.4694240210285,55.240412402661654
2019-11-05 19:45:00,68.72249694580535,20.0,19,1,11,118.51657484164586,91.62588598578573,54.72172409124664
2019-11-05 20:00:00,60.467058531195555,18.0,20,1,11,107.34137062306908,84.1155725649414,54.2334500069563
2019-11-05 20:15:00,54.77508025670213,17.0,20,1,11,107.39798921910746,75.58897268372242,53.685294705264575
2019-11-05 20:30:00,60.530825085487116,18.0,20,1,11,99.541323385227,75.58897268372242,53.27893534797561
2019-11-05 20:45:00,51.78908850786923,16.0,20,1,11,96.84978055305918,68.72249694580535,52.809553139171555
2019-11-05 21:00:00,49.935295404420955,15.0,21,1,11,95.05823961810988,60.467058531195555,52.33952247027896
2019-11-05 21:15:00,50.707442919056,15.0,21,1,11,96.99698416691753,54.77508025670213,51.857339748947076
2019-11-05 21:30:00,56.741518130107416,16.0,21,1,11,91.99629320733175,60.530825085487116,51.49010250855932
2019-11-05 21:45:00,56.741518130107416,16.0,21,1,11,91.99629320733175,51.78908850786923,51.12286526817157
2019-11-05 22:00:00,55.600082451358304,15.0,22,1,11,94.53395770000061,49.935295404420955,50.71730406766488
2019-11-05 22:15:00,57.1797328623345,15.0,22,1,11,85.40113356996868,50.707442919056,50.42333114362702
2019-11-05 22:30:00,58.15463305042096,15.0,22,1,11,85.40113356996868,56.741518130107416,50.13951342988173
